,Batch,Condition,FFT Average,FFT Average (smoothed),Spacing / nm,Transform
37,1,1,22.028664808958233,20.739947129197176,5.200666865020905,2
38,1,1,22.522987664049815,21.077598007351153,5.10254107511485,2
39,1,1,14.841453449978298,21.563936411185868,5.0080495737238335,2
40,1,1,29.015587626868033,20.761142372339492,4.916994126928855,2
41,1,1,49.72164804179903,21.894045389567022,4.829190660376554,2
42,1,1,24.67207248416793,24.434130134310035,4.7444680172120535,2
43,1,1,15.718486316361872,25.24810362091459,4.6626668445015005,2
44,1,1,19.81606521045658,24.69941176344673,4.5836385928997805,2
45,1,1,11.987847524230167,24.515291165924676,4.507244616351451,2
46,1,1,16.067499608556325,23.579769344249716,4.433355360345689,2
47,1,1,32.454724141784425,21.726665362933474,4.36184962872721,2
48,1,1,24.204192295951785,23.531548807019156,4.2926139203347145,2
49,1,1,26.075590707265626,23.729324033109478,4.225541827829485,2
50,1,1,42.4571162853581,24.052287946129095,4.160533492016723,2
51,1,1,17.260225748134342,26.562802749345447,4.097495105774046,2
52,1,1,14.090926197896826,25.494133487642383,4.0363384624042835,2
53,1,1,14.239523132300206,22.254976956378542,3.976980543839515,2
54,1,1,19.530584784646816,21.306563378936023,3.919343144653435,2
55,1,1,15.99401075608479,21.653117785143742,3.863352528301243,2
56,1,1,22.30055843684126,21.305658289291763,3.8089391124096763,2
57,1,1,16.651780644091318,22.243177463165498,3.7560371802928754,2
58,1,1,17.839779252721577,22.29629392094141,3.7045846161792744,2
59,1,1,15.667865404309882,20.96766256739024,3.6545226619065816,2
60,1,1,16.178433683694518,20.191632849968247,3.60579569308116,2
61,1,1,9.714117025830042,19.291891302370875,3.5583510129090397,2
62,1,1,16.955575096780755,16.31525500605014,3.512138662092039,2
63,1,1,15.597227524569238,16.287559492290725,3.4671112433472695,2
64,1,1,16.49028927403912,16.424495976533674,3.4232237592542663,2
65,1,1,15.275210707475125,16.62911108032812,3.380433462263588,2
66,1,1,13.182095084125844,16.24225889149433,3.3386997158158893,2
67,1,1,16.256607853516236,15.98663019404352,3.2979838656230123,2
68,1,1,14.154734101195482,15.43718014101397,3.2582491202540607,2
69,1,1,17.431557868402063,15.21017590984162,3.219460440251036,2
70,1,1,15.314119100242152,15.173064874903481,3.181584435071612,2
71,1,1,10.2440387152879,15.140906119988234,3.144589267221942,2
