Wavelength (nm),Intensity (a.u.),Z Axis,
,Sample E1,Sample E2,Sample E3,Sample E4,Sample E5,Sample E6,Sample E7,Sample E8,Sample E9,Sample E10
545.969970703125,37.7929267883301,39.9185600280762,40.9223136901855,42.866943359375,41.7453918457031,42.7479553222656,42.7094345092773,42.5271148681641,42.1897125244141,1.42800796031952
547.010009765625,38.425479888916,39.6165733337402,39.382755279541,41.3691329956055,39.8407897949219,40.9756546020508,42.6136360168457,38.8946876525879,41.8781890869141,1.45849359035492
548.049987792969,36.6065826416016,36.8687400817871,37.5001564025879,38.3107566833496,38.3874702453613,39.8945503234863,39.4998626708984,38.3216400146484,39.272159576416,1.3732670545578
548.950012207031,35.1132431030273,36.6552734375,34.9863739013672,37.9823951721191,38.3523254394531,38.8321075439453,38.9226150512695,38.2584037780762,36.7838401794434,1.62630271911621
550,32.677001953125,34.0207366943359,34.5614433288574,37.0334434509277,36.5600204467773,36.477897644043,36.7698364257812,36.5278282165527,37.3190727233887,1.43656539916992

Sample E1
Collection Time: 21-May-24 3:15:52 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        400.00
Stop (nm)                         550.00
Ex. Wavelength (nm)               360.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Method Log     :
Method Name    : Default
Date/Time stamp: 21-May-24 3:15:16 PM
Method Modifications:
Well plate reader Changed: 21-May-24 3:15:49 PM, Old:OFF, New:ON
Ex. Slit Width (nm): Changed: 21-May-24 3:15:49 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 21-May-24 3:15:49 PM, Old:5, New:10
Excitation Wavelength Changed: 21-May-24 3:15:49 PM, Old: 350.00, New: 360.00
Stop Wavelength Changed: 21-May-24 3:15:49 PM, Old: 600.00, New: 550.00
Wellplate Samples Changed: 21-May-24 3:15:49 PM, Old:, New:E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;
End Method Modifications

Sample E2
Collection Time: 21-May-24 3:16:22 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY18160001
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        400.00
Stop (nm)                         550.00
Ex. Wavelength (nm)               360.00
Ex. Slit (nm)                     10
Em. Slit (nm)                     10
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Wellplate                         ON
Plate format                     96 Wells
Read position                    Well centre
Multi-zero                       OFF
Auto-zero                        OFF
Well                            A1
Method Log     :
Method Name    : Default
Date/Time stamp: 21-May-24 3:15:16 PM
Method Modifications:
Well plate reader Changed: 21-May-24 3:15:49 PM, Old:OFF, New:ON
Ex. Slit Width (nm): Changed: 21-May-24 3:15:49 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 21-May-24 3:15:49 PM, Old:5, New:10
Excitation Wavelength Changed: 21-May-24 3:15:49 PM, Old: 350.00, New: 360.00
Stop Wavelength Changed: 21-May-24 3:15:49 PM, Old: 600.00, New: 550.00
Wellplate Samples Changed: 21-May-24 3:15:49 PM, Old:, New:E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;
End Method Modifications

Sample E3
